modelyear,maker,model,vehicleclass,enginesize,cylinders,transmission,fueltype,fuelconsumption_city,fuelconsumption_hwy,fuelconsumption_comb,fuelconsumption_comb_mpg,co2emissions
2014,porsche,cayenne gts,suv - standard,4.8,8,a8,z,15.9,11.4,13.9,20,320
2014,porsche,cayenne s,suv - standard,4.8,8,a8,z,15.0,10.6,13.0,22,299
2014,porsche,cayenne s hybrid,suv - standard,3.0,6,a8,z,11.8,9.9,10.9,26,251
2014,porsche,cayenne turbo,suv - standard,4.8,8,a8,z,15.9,10.9,13.7,21,315
2014,porsche,cayman,two-seater,2.7,6,am7,z,10.7,7.4,9.2,31,212
2014,porsche,cayman,two-seater,2.7,6,m6,z,11.5,7.9,9.9,29,228
2014,porsche,cayman s,two-seater,3.4,6,am7,z,11.3,7.9,9.8,29,225
2014,porsche,cayman s,two-seater,3.4,6,m6,z,11.9,8.6,10.4,27,239
2014,porsche,panamera,full-size,3.6,6,am7,z,12.9,8.4,10.9,26,251
2014,porsche,panamera 4,full-size,3.6,6,am7,z,13.1,8.7,11.1,25,255
2014,porsche,panamera 4s,full-size,3.0,6,am7,z,13.4,8.8,11.3,25,260
2014,porsche,panamera 4s executive,full-size,3.0,6,am7,z,13.7,8.9,11.5,25,264
2014,porsche,panamera gts,full-size,4.8,8,am7,z,15.1,9.7,12.7,22,292
2014,porsche,panamera s,full-size,3.0,6,am7,z,13.4,8.8,11.3,25,260
2014,porsche,panamera turbo,full-size,4.8,8,am7,z,15.3,9.7,12.8,22,294
2014,porsche,panamera turbo executive,full-size,4.8,8,am7,z,15.4,9.8,12.9,22,297
2014,ram,1500 (mds),pickup truck - standard,5.7,8,a6,x,17.1,12.0,14.8,19,340
2014,ram,1500 (mds),pickup truck - standard,5.7,8,a8,x,15.8,10.9,13.6,21,313
2014,ram,1500 4x4 (mds),pickup truck - standard,5.7,8,a6,x,17.6,12.7,15.4,18,354
2014,ram,1500 4x4 (mds),pickup truck - standard,5.7,8,a8,x,16.3,11.5,14.1,20,324
2014,ram,1500 4x4 diesel,pickup truck - standard,3.0,6,a8,d,12.1,8.8,10.6,27,286
2014,ram,1500 4x4 ffv,pickup truck - standard,3.6,6,a8,x,14.6,10.1,12.6,22,290
2014,ram,1500 4x4 ffv,pickup truck - standard,3.6,6,a8,e,20.5,14.5,17.8,16,285
2014,ram,1500 diesel,pickup truck - standard,3.0,6,a8,d,11.6,8.4,10.2,28,275
2014,ram,1500 ffv,pickup truck - standard,3.6,6,a8,x,13.9,9.5,11.9,24,274
2014,ram,1500 ffv,pickup truck - standard,3.6,6,a8,e,19.4,13.6,16.8,17,269
2014,ram,1500 hfe,pickup truck - standard,3.6,6,a8,x,12.9,9.3,11.3,25,260
2014,ram,cargo van ffv,minivan,3.6,6,a6,x,13.3,9.1,11.4,25,262
2014,ram,cargo van ffv,minivan,3.6,6,a6,e,18.6,12.7,15.9,18,254
2014,rolls-royce,ghost,full-size,6.6,12,a8,z,19.1,12.3,16.0,18,368
2014,rolls-royce,ghost ewb,full-size,6.6,12,a8,z,19.1,12.3,16.0,18,368
2014,rolls-royce,phantom,full-size,6.7,12,a8,z,20.7,12.8,17.1,17,393
2014,rolls-royce,phantom coupe,compact,6.7,12,a8,z,20.7,12.8,17.1,17,393
2014,rolls-royce,phantom drophead coupe,compact,6.7,12,a8,z,20.7,12.7,17.1,17,393
2014,rolls-royce,phantom ewb,full-size,6.7,12,a8,z,20.7,12.7,17.1,17,393
2014,rolls-royce,wraith,mid-size,6.6,12,a8,z,18.7,11.8,15.6,18,359
2014,scion,fr-s,minicompact,2.0,4,as6,z,9.6,7.0,8.4,34,193
2014,scion,fr-s,minicompact,2.0,4,m6,z,10.9,7.8,9.5,30,218
2014,scion,iq,minicompact,1.3,4,av,x,6.6,5.7,6.2,46,143
2014,scion,tc,compact,2.5,4,as6,x,10.2,7.5,9.0,31,207
2014,scion,tc,compact,2.5,4,m6,x,10.2,7.6,9.0,31,207
2014,scion,xb,station wagon - small,2.4,4,as4,x,10.9,8.6,9.9,29,228
2014,scion,xb,station wagon - small,2.4,4,m5,x,10.9,8.6,9.9,29,228
2014,scion,xd,subcompact,1.8,4,a4,x,8.8,7.1,8.0,35,184
2014,scion,xd,subcompact,1.8,4,m5,x,8.6,7.1,7.9,36,182
2014,smart,fortwo cabriolet,two-seater,1.0,3,am5,z,6.9,5.7,6.4,44,147
2014,smart,fortwo coupe,two-seater,1.0,3,am5,z,6.9,5.7,6.4,44,147
2014,srt,viper coupe,two-seater,8.4,10,m6,z,20.0,13.0,16.9,17,389
2014,srt,viper gts coupe,two-seater,8.4,10,m6,z,20.0,13.0,16.9,17,389
2014,subaru,brz,minicompact,2.0,4,as6,z,9.6,7.1,8.5,33,196
2014,subaru,brz,minicompact,2.0,4,m6,z,11.0,7.9,9.6,29,221
2014,subaru,forester awd,suv - small,2.0,4,av,z,10.2,8.6,9.5,30,218
2014,subaru,forester awd,suv - small,2.5,4,av,x,9.6,7.4,8.6,33,198
2014,subaru,forester awd,suv - small,2.5,4,m6,x,10.9,8.3,9.7,29,223
2014,subaru,impreza awd,compact,2.0,4,av,x,8.7,6.6,7.8,36,179
2014,subaru,impreza awd,compact,2.0,4,m5,x,9.6,7.1,8.5,33,196
2014,subaru,impreza awd,compact,2.5,4,m5,z,12.6,9.5,11.2,25,258
2014,subaru,impreza awd,compact,2.5,4,m6,z,14.2,10.4,12.5,23,288
2014,subaru,impreza wagon awd,station wagon - small,2.0,4,av,x,8.7,6.6,7.8,36,179
2014,subaru,impreza wagon awd,station wagon - small,2.0,4,m5,x,9.6,7.1,8.5,33,196
2014,subaru,impreza wagon awd,station wagon - small,2.5,4,m5,z,12.6,9.5,11.2,25,258
2014,subaru,impreza wagon awd,station wagon - small,2.5,4,m6,z,14.2,10.4,12.5,23,288
2014,subaru,legacy awd,mid-size,2.5,4,av,x,9.7,7.3,8.6,33,198
2014,subaru,legacy awd,mid-size,2.5,4,m6,x,11.3,8.2,9.9,29,228
2014,subaru,legacy awd,mid-size,3.6,6,as5,x,13.3,9.5,11.6,24,267
2014,subaru,outback awd,suv - small,2.5,4,av,x,9.9,7.8,9.0,31,207
2014,subaru,outback awd,suv - small,2.5,4,m6,x,10.8,8.5,9.8,29,225
2014,subaru,outback awd,suv - small,3.6,6,as5,x,13.4,9.7,11.7,24,269
2014,subaru,tribeca awd,suv - small,3.6,6,as5,x,14.7,11.1,13.1,22,301
2014,subaru,xv crosstrek awd,suv - small,2.0,4,av,x,9.5,7.2,8.5,33,196
2014,subaru,xv crosstrek awd,suv - small,2.0,4,m5,x,10.2,8.0,9.2,31,212
2014,subaru,xv crosstrek hybrid awd,suv - small,2.0,4,av,x,8.1,7.2,7.7,37,177
2014,toyota,4runner (part-time 4wd),suv - standard,4.0,6,as5,x,14.3,11.1,12.9,22,297
2014,toyota,4runner 4wd,suv - standard,4.0,6,as5,x,14.3,11.1,12.9,22,297
2014,toyota,avalon,mid-size,3.5,6,as6,x,11.3,7.6,9.6,29,221
2014,toyota,camry,mid-size,2.5,4,as6,x,9.5,6.6,8.2,34,189
2014,toyota,camry,mid-size,3.5,6,as6,x,11.1,7.8,9.6,29,221
2014,toyota,camry hybrid le,mid-size,2.5,4,av,x,5.5,5.9,5.7,50,131
2014,toyota,camry hybrid xle/se,mid-size,2.5,4,av,x,5.8,6.2,6.0,47,138
2014,toyota,corolla,mid-size,1.8,4,a4,x,8.6,6.5,7.7,37,177
2014,toyota,corolla,mid-size,1.8,4,av7,x,8.1,6.3,7.3,39,168
2014,toyota,corolla,mid-size,1.8,4,av,x,8.0,5.9,7.1,40,163
2014,toyota,corolla,mid-size,1.8,4,m6,x,8.3,6.3,7.4,38,170
2014,toyota,corolla le eco (1-mode),mid-size,1.8,4,av,x,7.7,5.6,6.8,42,156
2014,toyota,corolla le eco (2-mode),mid-size,1.8,4,av,x,7.8,5.9,6.9,41,159
2014,toyota,corolla matrix,station wagon - small,1.8,4,a4,x,9.4,7.5,8.5,33,196
2014,toyota,corolla matrix,station wagon - small,1.8,4,m5,x,8.9,7.3,8.2,34,189
2014,toyota,fj cruiser 4wd,suv - small,4.0,6,a5,x,14.3,11.2,12.9,22,297
2014,toyota,fj cruiser 4wd,suv - small,4.0,6,m6,x,15.4,12.1,13.9,20,320
2014,toyota,highlander,suv - small,2.7,4,as6,x,11.7,8.6,10.3,27,237
2014,toyota,highlander,suv - small,3.5,6,as6,x,12.6,9.4,11.2,25,258
2014,toyota,highlander awd,suv - standard,3.5,6,as6,x,13.0,9.7,11.5,25,264
2014,toyota,highlander hybrid awd,suv - standard,3.5,6,av6,x,8.0,8.6,8.3,34,191
2014,toyota,highlander hybrid awd le,suv - standard,3.5,6,av6,x,7.9,8.6,8.2,34,189
2014,toyota,prius,mid-size,1.8,4,av,x,4.7,4.9,4.8,59,110
2014,toyota,prius c,compact,1.5,4,av,x,4.6,4.9,4.7,60,108
2014,toyota,prius v,station wagon - mid-size,1.8,4,av,x,5.3,5.8,5.5,51,126
2014,toyota,rav4,suv - small,2.5,4,as6,x,10.0,7.6,8.9,32,205
2014,toyota,rav4 awd,suv - small,2.5,4,as6,x,10.4,8.1,9.4,30,216
2014,toyota,rav4 limited awd,suv - small,2.5,4,as6,x,10.6,8.2,9.5,30,218
2014,toyota,sequoia 4wd,suv - standard,5.7,8,as6,x,19.0,13.9,16.7,17,384
2014,toyota,sienna,minivan,3.5,6,as6,x,12.9,9.4,11.3,25,260
2014,toyota,sienna awd,minivan,3.5,6,as6,x,14.2,10.3,12.4,23,285
2014,toyota,tacoma,pickup truck - small,2.7,4,a4,x,12.2,9.3,10.9,26,251
2014,toyota,tacoma,pickup truck - small,2.7,4,m5,x,11.3,8.9,10.2,28,235
2014,toyota,tacoma,pickup truck - small,4.0,6,m6,x,14.5,11.3,13.1,22,301
2014,toyota,tacoma 4wd,pickup truck - small,2.7,4,a4,x,13.1,10.5,11.9,24,274
2014,toyota,tacoma 4wd,pickup truck - small,2.7,4,m5,x,12.8,10.6,11.8,24,271
2014,toyota,tacoma 4wd,pickup truck - small,4.0,6,a5,x,14.7,11.5,13.3,21,306
2014,toyota,tacoma 4wd,pickup truck - small,4.0,6,m6,x,15.3,12.3,14.0,20,322
2014,toyota,tundra,pickup truck - standard,4.0,6,as5,x,14.8,11.8,13.5,21,310
2014,toyota,tundra,pickup truck - standard,4.6,8,as6,x,15.9,12.3,14.3,20,329
2014,toyota,tundra,pickup truck - standard,5.7,8,as6,x,17.6,12.9,15.5,18,356
2014,toyota,tundra 4wd,pickup truck - standard,4.6,8,as6,x,16.9,12.8,15.1,19,347
2014,toyota,tundra 4wd,pickup truck - standard,5.7,8,as6,x,18.1,13.9,16.2,17,373
2014,toyota,venza,suv - small,2.7,4,as6,x,11.4,8.2,10.0,28,230
2014,toyota,venza,suv - small,3.5,6,as6,x,12.6,9.1,11.0,26,253
2014,toyota,venza 4wd,suv - small,2.7,4,as6,x,11.6,8.5,10.2,28,235
2014,toyota,venza 4wd,suv - small,3.5,6,as6,x,12.9,9.4,11.3,25,260
2014,toyota,yaris,compact,1.5,4,a4,x,7.9,6.6,7.3,39,168
2014,toyota,yaris,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2014,volkswagen,beetle,compact,1.8,4,a6,x,9.5,7.2,8.5,33,196
2014,volkswagen,beetle,compact,1.8,4,m5,x,9.9,7.2,8.7,32,200
2014,volkswagen,beetle,compact,2.0,4,a6,z,10.3,7.7,9.1,31,209
2014,volkswagen,beetle,compact,2.0,4,m6,z,10.8,7.6,9.4,30,216
2014,volkswagen,beetle,compact,2.5,5,a6,x,10.9,8.4,9.8,29,225
2014,volkswagen,beetle,compact,2.5,5,m5,x,11.2,7.7,9.6,29,221
2014,volkswagen,beetle convertible,subcompact,1.8,4,a6,x,9.8,7.3,8.7,32,200
2014,volkswagen,beetle convertible,subcompact,2.0,4,a6,z,10.3,8.1,9.3,30,214
2014,volkswagen,beetle convertible,subcompact,2.0,4,m6,z,10.8,7.6,9.4,30,216
2014,volkswagen,beetle convertible,subcompact,2.5,5,a6,x,11.2,8.7,10.1,28,232
2014,volkswagen,beetle tdi clean diesel,compact,2.0,4,a6,d,8.2,6.1,7.3,39,197
2014,volkswagen,beetle tdi clean diesel,compact,2.0,4,m6,d,8.5,5.8,7.3,39,197
2014,volkswagen,cc,compact,2.0,4,a6,z,11.1,7.9,9.7,29,223
2014,volkswagen,cc,compact,2.0,4,m6,z,11.6,7.7,9.8,29,225
2014,volkswagen,cc 4motion,compact,3.6,6,a6,z,14.3,9.8,12.3,23,283
2014,volkswagen,eos,subcompact,2.0,4,a6,z,10.9,8.0,9.6,29,221
2014,volkswagen,golf wagon,station wagon - small,2.5,5,a6,x,11.0,7.7,9.5,30,218
2014,volkswagen,golf wagon,station wagon - small,2.5,5,m5,x,11.2,7.3,9.4,30,216
2014,volkswagen,golf wagon tdi clean diesel,station wagon - small,2.0,4,a6,d,8.2,6.0,7.2,39,194
2014,volkswagen,golf wagon tdi clean diesel,station wagon - small,2.0,4,m6,d,7.9,5.6,6.9,41,186
2014,volkswagen,jetta,compact,1.8,4,a6,x,9.5,6.7,8.2,34,189
2014,volkswagen,jetta,compact,1.8,4,m5,x,9.4,6.7,8.2,34,189
2014,volkswagen,jetta,compact,2.0,4,a6,x,10.6,8.0,9.4,30,216
2014,volkswagen,jetta,compact,2.0,4,m5,x,10.4,7.2,9.0,31,207
2014,volkswagen,jetta gli,compact,2.0,4,a6,z,10.2,7.5,9.0,31,207
2014,volkswagen,jetta gli,compact,2.0,4,m6,z,10.6,7.4,9.2,31,212
2014,volkswagen,jetta tdi clean diesel,compact,2.0,4,a6,d,7.9,5.7,6.9,41,186
2014,volkswagen,jetta tdi clean diesel,compact,2.0,4,m6,d,7.9,5.6,6.9,41,186
2014,volkswagen,jetta turbo hybrid,compact,1.4,4,am7,z,5.6,5.2,5.4,52,124
2014,volkswagen,passat,mid-size,1.8,4,a6,x,9.9,6.9,8.6,33,198
2014,volkswagen,passat,mid-size,1.8,4,m5,x,10.0,6.9,8.6,33,198
2014,volkswagen,passat,mid-size,2.5,5,a6,x,11.0,8.0,9.7,29,223
2014,volkswagen,passat,mid-size,2.5,5,m5,x,11.4,7.8,9.8,29,225
2014,volkswagen,passat,mid-size,3.6,6,a6,z,12.4,8.8,10.8,26,248
2014,volkswagen,passat tdi clean diesel,mid-size,2.0,4,a6,d,8.1,5.9,7.1,40,192
2014,volkswagen,passat tdi clean diesel,mid-size,2.0,4,m6,d,8.0,5.4,6.8,42,184
2014,volkswagen,routan,minivan,3.6,6,a6,x,14.2,9.5,12.1,23,278
2014,volkswagen,tiguan,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2014,volkswagen,tiguan,suv - small,2.0,4,m6,z,13.6,9.2,11.6,24,267
2014,volkswagen,tiguan 4motion,suv - small,2.0,4,a6,z,11.7,9.4,10.7,26,246
2014,volkswagen,touareg,suv - standard,3.6,6,as8,z,13.8,10.3,12.2,23,281
2014,volkswagen,touareg tdi clean diesel,suv - standard,3.0,6,as8,d,12.3,8.0,10.4,27,281
2014,volvo,s60,compact,2.5,5,as6,x,11.3,7.8,9.7,29,223
2014,volvo,s60 awd,compact,2.5,5,as6,x,11.6,8.3,10.1,28,232
2014,volvo,s60 awd,compact,3.0,6,as6,x,13.2,9.5,11.5,25,264
2014,volvo,s80,mid-size,3.2,6,as6,x,11.9,8.1,10.2,28,235
2014,volvo,s80 awd,mid-size,3.0,6,as6,x,13.2,9.5,11.5,25,264
2014,volvo,xc60,suv - small,3.2,6,as6,x,13.0,8.9,11.2,25,258
2014,volvo,xc60 awd,suv - small,3.0,6,as6,x,13.4,9.8,11.8,24,271
2014,volvo,xc60 awd,suv - small,3.2,6,as6,x,13.2,9.5,11.5,25,264
2014,volvo,xc70 awd,suv - small,3.0,6,as6,x,13.4,9.8,11.8,24,271
2014,volvo,xc70 awd,suv - small,3.2,6,as6,x,12.9,9.3,11.3,25,260
2014,volvo,xc90 awd,suv - standard,3.2,6,as6,x,14.9,10.2,12.8,22,294
